,value
2017-01-01,3.8254380121054745
2017-02-01,3.841932400664776
2017-03-01,3.8568916786711034
2017-04-01,3.8735216880393963
2017-05-01,3.8896835147437203
2017-06-01,3.9064549147930387
2017-07-01,3.9227541516234647
2017-08-01,3.9396681444772854
2017-09-01,3.9566550664883264
2017-10-01,3.973163757716474
2017-11-01,3.99029510493008
2017-12-01,4.006944155375345
2018-01-01,4.0242211557149234
2018-02-01,4.041572650414581
2018-03-01,4.057309264845867
2018-04-01,4.074803427686264
2018-05-01,4.09180507945339
2018-06-01,4.109447980129299
2018-07-01,4.12659418233345
2018-08-01,4.14438708543489
2018-09-01,4.1622567073477255
2018-10-01,4.179623247932946
2018-11-01,4.197644799887187
2018-12-01,4.215158993245539
2019-01-01,4.233333766971791
2019-02-01,4.251586906045716
2019-03-01,4.268141250022357
2019-04-01,4.286544470772783
2019-05-01,4.304429587851365
2019-06-01,4.322989275375642
2019-07-01,4.341026454237713
2019-08-01,4.359743938838383
2019-09-01,4.378542128828312
2019-10-01,4.396811095624656
2019-11-01,4.415769110472519
2019-12-01,4.434193402596695
2020-01-01,4.453312601155938
2020-02-01,4.472514237200503
2020-03-01,4.490552004096758
2020-04-01,4.509914207684145
2020-05-01,4.528731309470623
2020-06-01,4.54825813323896
2020-07-01,4.567235220674127
2020-08-01,4.586928064247369
2020-09-01,4.606705818728251
2020-10-01,4.6259267724536395
2020-11-01,4.645872680187673
2020-12-01,4.665257053167796
2021-01-01,4.685372543817614
2021-02-01,4.705574767729817
2021-03-01,4.72389679784098
2021-04-01,4.7442651292715405
2021-05-01,4.764060033504403
2021-06-01,4.78460153935649
2021-07-01,4.80456474265211
2021-08-01,4.825280895279035
2021-09-01,4.846086371081452
2021-10-01,4.866306112812975
2021-11-01,4.887288479699913
2021-12-01,4.907680132522421
2022-01-01,4.928840894446787
2022-02-01,4.950092896597315
2022-03-01,4.969367003498451
2022-04-01,4.990793744695169
2022-05-01,5.011617261410683
2022-06-01,5.0332261757777745
2022-07-01,5.0542267369641944
2022-08-01,5.076019373363603
2022-09-01,5.0979059744832265
2022-10-01,5.119176404740258
2022-11-01,5.141249088824065
2022-12-01,5.162700363273854
2023-01-01,5.184960712425404
2023-02-01,5.2073170429645
2023-03-01,5.227592699896757
2023-04-01,5.250132849534262
2023-05-01,5.27203842903595
2023-06-01,5.294770218199153
2023-07-01,5.3168620420219
2023-08-01,5.33978710005703
2023-09-01,5.362811005548
2023-10-01,5.385186721782491
2023-11-01,5.408406379759532
2023-12-01,5.430972337483777
2024-01-01,5.454389412262088
2024-02-01,5.477907455956664
2024-03-01,5.5
2024-04-01,5.523714705816452
2024-05-01,5.546761774357515
2024-06-01,5.570678105941666
2024-07-01,5.593921123904314
2024-08-01,5.618040795506828
2024-09-01,5.642264465457785
2024-10-01,5.665806169326975
2024-11-01,5.690235792330361
2024-12-01,5.7139776510803335
2025-01-01,5.738614978177998
2025-02-01,5.7633585356327925
2025-03-01,5.7857992434832894
2025-04-01,5.810746248387336
2025-05-01,5.834990923247226
2025-06-01,5.8601500310993115
2025-07-01,5.884600837598323
2025-08-01,5.909973851727575
2025-09-01,5.935456268323328
2025-10-01,5.960221281493629
2025-11-01,5.9859203531830065
2025-12-01,6.010895921982005
2026-01-01,6.036813490797115
2026-02-01,6.0628428100703955
2026-03-01,6.086449615616693
2026-04-01,6.112692954180513
2026-05-01,6.138197467173757
2026-06-01,6.164663930296905
2026-07-01,6.190385286250456
2026-08-01,6.217076770969352
2026-09-01,6.243883343089684
2026-10-01,6.269935232992518
2026-11-01,6.296969718363176
2026-12-01,6.323243105101868
2027-01-01,6.350507441473396
2027-02-01,6.3778893352478905
2027-03-01,6.402722833006223
2027-04-01,6.430329867262407
2027-05-01,6.457159683986358
2027-06-01,6.485001437134646
2027-07-01,6.512059364737815
2027-08-01,6.540137832391275
2027-09-01,6.56833736779022
2027-10-01,6.595743005043151
2027-11-01,6.624182296862336
2027-12-01,6.651820940701694
2028-01-01,6.680502027383958
2028-02-01,6.709306780163161
2028-03-01,6.736365589888001
2028-04-01,6.765411213203685
2028-05-01,6.793639118561469
2028-06-01,6.822931691855982
2028-07-01,6.851399594839389
2028-08-01,6.88094121771622
2028-09-01,6.910610217119571
2028-10-01,6.939443948732613
2028-11-01,6.9693651981460585
2028-12-01,6.998444078204843
2029-01-01,7.028619722293481
2029-02-01,7.058925476658917
2029-03-01,7.086410715236521
2029-04-01,7.116965650764955
2029-05-01,7.14666037684935
2029-06-01,7.177475094741546
2029-07-01,7.207422289567901
2029-08-01,7.238498998530089
2029-09-01,7.269709702948784
2029-10-01,7.300041736140337
2029-11-01,7.331517798362226
2029-12-01,7.362107718770488
2030-01-01,7.393851394904974
2030-02-01,7.42573194230147
2030-03-01,7.454645410041335
2030-04-01,7.4867880869258965
2030-05-01,7.518025854873996
2030-06-01,7.5504418133228715
2030-07-01,7.581945169172101
2030-08-01,7.614636732663626
2030-09-01,7.647469254484401
2030-10-01,7.679377446246764
2030-11-01,7.7124891147906265
2030-12-01,7.744668594491779
2031-01-01,7.778061783103467
2031-02-01,7.811598955286827
2031-03-01,7.842014867973334
2031-04-01,7.875827790810104
2031-05-01,7.908688782475962
2031-06-01,7.942789187543287
2031-07-01,7.975929567986861
2031-08-01,8.010319899499143
2031-09-01,8.04485851402865
2031-10-01,8.078424767075848
2031-11-01,8.113257033768855
2031-12-01,8.147108671825332
2032-01-01,8.182237087353878
2032-02-01,8.21751696834425
2032-03-01,8.25065842920493
2032-04-01,8.286233326921407
2032-05-01,8.320806688799005
2032-06-01,8.356684049304537
2032-07-01,8.391551358772482
2032-08-01,8.427733753648289
2032-09-01,8.46407215849686
2032-10-01,8.499387532581617
2032-11-01,8.536034891664377
2032-12-01,8.571650522031737
2033-01-01,8.608609462121084
2033-02-01,8.645727760463435
2033-03-01,8.679391508715076
2033-04-01,8.716815002586891
2033-05-01,8.753184917313451
2033-06-01,8.790926590999105
