,value
2017-01-01,2.7733360497123836
2017-02-01,2.785294022175854
2017-03-01,2.7961390822294567
2017-04-01,2.8081953760034493
2017-05-01,2.819912250381356
2017-06-01,2.8320710484624474
2017-07-01,2.8438875413559606
2017-08-01,2.856149715250202
2017-09-01,2.868464760752911
2017-10-01,2.8804331022530767
2017-11-01,2.892852852006513
2017-12-01,2.904922950031162
2018-01-01,2.9174482942456077
2018-02-01,2.9300276447970157
2018-03-01,2.941436252115864
2018-04-01,2.954119033097096
2018-05-01,2.9664447572628565
2018-06-01,2.9792353690336286
2018-07-01,2.991665888241613
2018-08-01,3.004565247594479
2018-09-01,3.0175202259495766
2018-10-01,3.030110484349105
2018-11-01,3.043175607754138
2018-12-01,3.0558729103031905
2019-01-01,3.069049115226882
2019-02-01,3.082282132845764
2019-03-01,3.094283571317508
2019-04-01,3.1076253939732306
2019-05-01,3.1205916058920744
2019-06-01,3.1340468626024416
2019-07-01,3.1471233150805613
2019-08-01,3.1606929702778763
2019-09-01,3.1743211346353792
2019-10-01,3.187565626912334
2019-11-01,3.2013096598419444
2019-12-01,3.2146667586569597
2020-01-01,3.2285276452895912
2020-02-01,3.242448296803833
2020-03-01,3.255525175590364
2020-04-01,3.269562234102578
2020-05-01,3.2832041089860304
2020-06-01,3.2973605125460246
2020-07-01,3.3111183725704065
2020-08-01,3.32539513586658
2020-09-01,3.3397334572066777
2020-10-01,3.3536681135016657
2020-11-01,3.3681283412685215
2020-12-01,3.382181471973222
2021-01-01,3.3967646426324394
2021-02-01,3.411410692492031
2021-03-01,3.4246936541948236
2021-04-01,3.439460127380406
2021-05-01,3.4538108818132005
2021-06-01,3.4687029016328115
2021-07-01,3.483175668200269
2021-08-01,3.498194302069068
2021-09-01,3.513277692753132
2021-10-01,3.5279364425439943
2021-11-01,3.54314807433928
2021-12-01,3.5579314548847027
2022-01-01,3.573272418115192
2022-02-01,3.5886795279693096
2022-03-01,3.6026527188368065
2022-04-01,3.6181865096342714
2022-05-01,3.6332829794780315
2022-06-01,3.6489488407518937
2022-07-01,3.6641736629077313
2022-08-01,3.6799727175397754
2022-09-01,3.69583989397778
2022-10-01,3.7112603636960313
2022-11-01,3.7272624451020877
2022-12-01,3.742814021824967
2023-01-01,3.7589521551801064
2023-02-01,3.7751598723688726
2023-03-01,3.789859159123457
2023-04-01,3.8062001400406205
2023-05-01,3.822081075277219
2023-06-01,3.8385609895148245
2023-07-01,3.8545769466987174
2023-08-01,3.8711969754874156
2023-09-01,3.887888665929456
2023-10-01,3.90411043720764
2023-11-01,3.9209440427518794
2023-12-01,3.9373037338133714
2024-01-01,3.9542804610419897
2024-02-01,3.97133038792369
2024-03-01,3.987346867247458
2024-04-01,4.00453936869199
2024-05-01,4.021247851700434
2024-06-01,4.038586526212819
2024-07-01,4.055437067096227
2024-08-01,4.072923157460467
2024-09-01,4.090484643731773
2024-10-01,4.107551723581315
2024-11-01,4.125262520081422
2024-12-01,4.142474706646756
