,value
2017-01-01,1.7617387143007683
2017-02-01,1.7693349170889678
2017-03-01,1.7762241515029977
2017-04-01,1.7838828120879016
2017-05-01,1.7913258593177164
2017-06-01,1.7990496349131928
2017-07-01,1.8065559639784794
2017-08-01,1.8143454082015167
2017-09-01,1.82216843867514
2017-10-01,1.8297712283078642
2017-11-01,1.8376607712879967
2017-12-01,1.8453282009085923
2018-01-01,1.8532848218939288
2018-02-01,1.8612757499567125
2018-03-01,1.8685229730950534
2018-04-01,1.8765796044801863
2018-05-01,1.8844094184859084
2018-06-01,1.8925345484853893
2018-07-01,1.9004309326721658
2018-08-01,1.9086251436708577
2018-09-01,1.916854686179228
2018-10-01,1.9248525433620243
2018-11-01,1.9331520545994563
2018-12-01,1.9412179106900576
2019-01-01,1.9495879855405374
2019-02-01,1.9579941501842435
2019-03-01,1.9656179643935467
2019-04-01,1.974093246534115
2019-05-01,1.9823299250706468
2019-06-01,1.9908772652532285
2019-07-01,1.999183973190338
2019-08-01,2.0078039840625515
2019-09-01,2.0164611623933046
2019-10-01,2.0248746162183426
2019-11-01,2.0336053990981275
2019-12-01,2.042090385292136
2020-01-01,2.0508953985171914
2020-02-01,2.0597383768874007
2020-03-01,2.0680453556333913
2020-04-01,2.0769622805831958
2020-05-01,2.0856281684117977
2020-06-01,2.0946209063129597
2020-07-01,2.10336047273997
2020-08-01,2.112429668164876
2020-09-01,2.121537967826417
2020-10-01,2.1303898426173933
2020-11-01,2.139575582325035
2020-12-01,2.14850271700176
2021-01-01,2.1577665551616767
2021-02-01,2.1670703368119018
2021-03-01,2.1755082280205102
2021-04-01,2.184888507589379
2021-05-01,2.194004705269894
2021-06-01,2.2034647372963283
2021-07-01,2.2126584421730136
2021-08-01,2.2221989047236357
2021-09-01,2.231780503503847
2021-10-01,2.2410923526800364
2021-11-01,2.250755415562092
2021-12-01,2.2601464353910137
2022-01-01,2.269891654994177
2022-02-01,2.2796788936911603
2022-03-01,2.2885552472495894
2022-04-01,2.2984229589647205
2022-05-01,2.308012866172606
2022-06-01,2.3179644745620367
2022-07-01,2.3276359165111886
2022-08-01,2.3376721348762555
2022-09-01,2.34775162705333
2022-10-01,2.3575473524931527
2022-11-01,2.3677125419318306
2022-12-01,2.377591552008506
2023-01-01,2.3878431673189717
2023-02-01,2.3981389851823884
2023-03-01,2.407476585128434
2023-04-01,2.4178570576695826
2023-05-01,2.4279452900093026
2023-06-01,2.4384140187894863
2023-07-01,2.4485880227009034
2023-08-01,2.4591457580870926
2023-09-01,2.4697490159439672
2023-10-01,2.480053761551076
2023-11-01,2.490747169799106
2023-12-01,2.5011395278041952
2024-01-01,2.5119238529147
2024-02-01,2.5227546774974634
2024-03-01,2.5329290130939035
2024-04-01,2.5438504069847183
2024-05-01,2.5544643321800673
2024-06-01,2.5654785812993888
2024-07-01,2.5761827475811083
2024-08-01,2.5872906413971632
2024-09-01,2.598446429837598
2024-10-01,2.6092881507008587
2024-11-01,2.620538787225263
2024-12-01,2.631472685925733
2025-01-01,2.6428189769458705
2025-02-01,2.6542141905030356
2025-03-01,2.664548866864652
2025-04-01,2.676037774593971
2025-05-01,2.687203236478633
2025-06-01,2.6987898245190163
2025-07-01,2.7100502167326326
2025-08-01,2.7217353155758373
2025-09-01,2.733470797815679
2025-10-01,2.7448758924281713
2025-11-01,2.7567111513902813
2025-12-01,2.768213213722918
2026-01-01,2.7801490977230365
2026-02-01,2.7921364464463774
2026-03-01,2.8030081487508656
2026-04-01,2.8150940603233643
2026-05-01,2.8268397186734404
2026-06-01,2.8390283863677315
2026-07-01,2.8508739079587984
2026-08-01,2.8631662054218965
2026-09-01,2.875511504379203
2026-10-01,2.887509247612079
2026-11-01,2.899959508039243
2026-12-01,2.912059257774274
2027-01-01,2.9246153720684904
2027-02-01,2.937225625373013
2027-03-01,2.948662259367319
2027-04-01,2.961376197191495
2027-05-01,2.973732201045329
2027-06-01,2.9865542345589104
2027-07-01,2.9990152908971393
2027-08-01,3.011946339144897
2027-09-01,3.024933143029944
2027-10-01,3.037554330979085
2027-11-01,3.0506515504992047
2027-12-01,3.0633800455652556
2028-01-01,3.0765886194897227
2028-02-01,3.0898541456768935
2028-03-01,3.1023156082608634
2028-04-01,3.115692063169898
2028-05-01,3.128691932344371
2028-06-01,3.142182115756344
2028-07-01,3.155292511648819
2028-08-01,3.168897390499474
2028-09-01,3.182560930386422
2028-10-01,3.1958398022697745
2028-11-01,3.209619511496563
2028-12-01,3.22301128221823
2029-01-01,3.2369081484729407
2029-02-01,3.2508649347449246
2029-03-01,3.2635227816949284
2029-04-01,3.2775943240027803
2029-05-01,3.2912697118636967
2029-06-01,3.3054608924054136
2029-07-01,3.3192525503393138
2029-08-01,3.3335643862960054
2029-09-01,3.3479379315216797
2029-10-01,3.361906820048409
2029-11-01,3.376402571179277
