,value
2017-01-01,1.8340036696025341
2017-02-01,1.8419114618736103
2017-03-01,1.849083286556533
2017-04-01,1.8570560985875888
2017-05-01,1.8648044529954804
2017-06-01,1.8728450509969343
2017-07-01,1.8806592830049103
2017-08-01,1.8887682433026263
2017-09-01,1.8969121675290586
2017-10-01,1.904826816831164
2017-11-01,1.9130399818479709
2017-12-01,1.9210219226127643
2018-01-01,1.9293049171148944
2018-02-01,1.937623625940279
2018-03-01,1.9451681237266154
2018-04-01,1.9535552309662003
2018-05-01,1.9617062169791852
2018-06-01,1.970164632585361
2018-07-01,1.9783849194290248
2018-08-01,1.986915249675563
2018-09-01,1.9954823606988865
2018-10-01,2.003808282870624
2018-11-01,2.0124482326780506
2018-12-01,2.020844943012318
2019-01-01,2.029558350889445
2019-02-01,2.038309328931021
2019-03-01,2.046245865219139
2019-04-01,2.05506879589583
2019-05-01,2.0636433356608435
2019-06-01,2.0725412801363485
2019-07-01,2.0811887218456726
2019-08-01,2.0901623178978705
2019-09-01,2.099174605984703
2019-10-01,2.1079331722033467
2019-11-01,2.117022084032354
2019-12-01,2.1258551168141273
2020-01-01,2.1350213038511536
2020-02-01,2.1442270133298242
2020-03-01,2.152874736956369
2020-04-01,2.162157426237567
2020-05-01,2.1711787810781047
2020-06-01,2.180540393090503
2020-07-01,2.1896384487600313
2020-08-01,2.199079654515802
2020-09-01,2.2085615685292175
2020-10-01,2.2177765393519233
2020-11-01,2.2273390699332616
2020-12-01,2.2366323877352987
2021-01-01,2.2462762202979696
2021-02-01,2.2559616347973983
2021-03-01,2.2647456407993536
2021-04-01,2.2745106910940174
2021-05-01,2.2840008270961216
2021-06-01,2.293848901223234
2021-07-01,2.3034197236977665
2021-08-01,2.31335152753764
2021-09-01,2.3233261549786572
2021-10-01,2.3330199679267905
2021-11-01,2.3430794010546614
2021-12-01,2.352855632165294
2022-01-01,2.3630005920099086
2022-02-01,2.373189294534203
2022-03-01,2.382429748221633
2022-04-01,2.3927022246957126
2022-05-01,2.402685501368718
2022-06-01,2.4130453158840655
2022-07-01,2.4231134717809137
2022-08-01,2.433561366897853
2022-09-01,2.444054310880083
2022-10-01,2.4542518482658604
2022-11-01,2.4648340047351533
2022-12-01,2.475118243019519
2023-01-01,2.485790370472999
2023-02-01,2.496508513628842
2023-03-01,2.5062291336205105
2023-04-01,2.5170354039136793
2023-05-01,2.527537446572254
2023-06-01,2.538435593296896
2023-07-01,2.54902692580076
2023-08-01,2.560017730103229
2023-09-01,2.5710559241676467
2023-10-01,2.581783361275288
2023-11-01,2.5929154036197337
2023-12-01,2.603734046908005
2024-01-01,2.614960735443769
2024-02-01,2.6262358308187905
2024-03-01,2.636827508613102
2024-04-01,2.6481968883686458
2024-05-01,2.659246187336276
2024-06-01,2.6707122311592215
2024-07-01,2.6818554728223303
2024-08-01,2.6934190025641893
2024-09-01,2.705032391525325
2024-10-01,2.7163188301365797
2024-11-01,2.7280309577657396
2024-12-01,2.73941335526711
2025-01-01,2.75122506105435
2025-02-01,2.7630876961375774
2025-03-01,2.773846291732658
2025-04-01,2.785806464239657
2025-05-01,2.7974299234410998
2025-06-01,2.809491783018653
2025-07-01,2.8212140665067205
2025-08-01,2.833378477712619
2025-09-01,2.8455953389972772
2025-10-01,2.857468260447935
2025-11-01,2.8697889912072747
2025-12-01,2.881762857907721
2026-01-01,2.8941883412546408
2026-02-01,2.9066674003619606
2026-03-01,2.9179850502264983
2026-04-01,2.930566715143394
2026-05-01,2.9427941699532787
2026-06-01,2.955482805956699
2026-07-01,2.967814220308908
2026-08-01,2.9806107368820918
2026-09-01,2.9934624290236402
2026-10-01,3.005952309014032
2026-11-01,3.018913268051586
2026-12-01,3.0315093387601344
2027-01-01,3.0445804936962295
2027-02-01,3.057708008376686
2027-03-01,3.0696137629265494
2027-04-01,3.0828492151734466
2027-05-01,3.0957120513168577
2027-06-01,3.109060033242207
2027-07-01,3.122032231029497
2027-08-01,3.135493699376469
2027-09-01,3.149013210407387
2027-10-01,3.16215210826186
2027-11-01,3.175786564079006
2027-12-01,3.1890371706928935
2028-01-01,3.2027875485730224
2028-02-01,3.216597214847023
2028-03-01,3.229569835543893
2028-04-01,3.2434949807372764
2028-05-01,3.2570280929841733
2028-06-01,3.2710716317225437
2028-07-01,3.2847198043951207
2028-08-01,3.2988827432770664
2028-09-01,3.3131067494188455
