,value
2017-01-01,2.8182805297220024
2017-02-01,2.830432292207565
2017-03-01,2.8414531065066124
2017-04-01,2.8537047836906213
2017-05-01,2.8656115408727802
2017-06-01,2.877967383541149
2017-07-01,2.8899753736492504
2017-08-01,2.9024362674315918
2017-09-01,2.914950889655799
2017-10-01,2.9271131892179016
2017-11-01,2.9397342125222212
2017-12-01,2.9519999176675578
2018-01-01,2.9647282466889537
2018-02-01,2.9775114572700367
2018-03-01,2.989104951639855
2018-04-01,3.0019932688366984
2018-05-01,3.014518742781585
2018-06-01,3.027516638265811
2018-07-01,3.040148605553667
2018-08-01,3.053257010975303
2018-09-01,3.0664219367566306
2018-10-01,3.0792162319576173
2018-11-01,3.0924930877914565
2018-12-01,3.1053961618915813
2019-01-01,3.118785899422998
2019-02-01,3.1322333703519645
2019-03-01,3.1444293032527324
2019-04-01,3.1579873425049634
2019-05-01,3.1711636839003443
2019-06-01,3.1848369955111644
2019-07-01,3.1981253640162155
2019-08-01,3.211914928047448
2019-09-01,3.225763949434014
2019-10-01,3.239223080978518
2019-11-01,3.253189848694748
2019-12-01,3.2667634116705853
2020-01-01,3.280848926812352
2020-02-01,3.2949951753810027
2020-03-01,3.308283977103187
2020-04-01,3.3225485191530564
2020-05-01,3.3364114732573475
2020-06-01,3.3507972944520623
2020-07-01,3.3647781133439443
2020-08-01,3.3792862448158694
2020-09-01,3.3938569319368495
2020-10-01,3.4080174122466933
2020-11-01,3.4227119814010165
2020-12-01,3.436992856108141
2021-01-01,3.451812360558295
2021-02-01,3.4666957632245197
2021-03-01,3.480193987627547
2021-04-01,3.495199765191324
2021-05-01,3.509783086894787
2021-06-01,3.5249164456921083
2021-07-01,3.5396237568499136
2021-08-01,3.5548857815943897
2021-09-01,3.570213612598317
2021-10-01,3.5851099210099635
2021-11-01,3.600568071391126
2021-12-01,3.615591030314173
2022-01-01,3.6311806080662645
2022-02-01,3.6468374044093004
2022-03-01,3.661037043780101
2022-04-01,3.6768225740485336
2022-05-01,3.692163696172056
2022-06-01,3.708083437241311
2022-07-01,3.723554991745038
2022-08-01,3.739610084694241
2022-09-01,3.755734403426379
2022-10-01,3.771404776142524
2022-11-01,3.787666186102703
2022-12-01,3.8034697905339483
2023-01-01,3.8198694572910887
2023-02-01,3.836339835552345
2023-03-01,3.851277337866766
2023-04-01,3.8678831395185975
2023-05-01,3.8840214400234085
2023-06-01,3.9007684265388534
2023-07-01,3.917043937146704
2023-08-01,3.9339333088993493
2023-09-01,3.9508955036488205
2023-10-01,3.967380163759034
2023-11-01,3.98448657347641
2023-12-01,4.001111388487794
2024-01-01,4.018363239309038
2024-02-01,4.035689476051557
2024-03-01,4.051965517261042
2024-04-01,4.06943663911927
2024-05-01,4.0864158985742405
2024-06-01,4.104035562370306
2024-07-01,4.121159181879712
2024-08-01,4.138928650538084
2024-09-01,4.156774736964047
2024-10-01,4.174118404654141
2024-11-01,4.192116221019488
2024-12-01,4.209607347014138
2025-01-01,4.227758183348178
2025-02-01,4.245987281817486
2025-03-01,4.26251982261624
2025-04-01,4.280898805094447
2025-05-01,4.298760366277988
2025-06-01,4.317295609452843
2025-07-01,4.335309032144337
2025-08-01,4.354001864566284
2025-09-01,4.3727752960830975
2025-10-01,4.391020201428656
2025-11-01,4.409953247303379
2025-12-01,4.428353273402927
2026-01-01,4.447447290699304
2026-02-01,4.466623636905324
2026-03-01,4.484015266368285
2026-04-01,4.503349285080722
2026-05-01,4.52213899547766
2026-06-01,4.541637394739271
2026-07-01,4.56058685789945
2026-08-01,4.580251035296807
2026-09-01,4.6
2026-10-01,4.619192974462866
2026-11-01,4.639109847644468
2026-12-01,4.658466003478439
2027-01-01,4.678552212719971
2027-02-01,4.6987250289693465
2027-03-01,4.717020388349299
2027-04-01,4.737359070320191
2027-05-01,4.757125159811078
2027-06-01,4.777636764119618
2027-07-01,4.797570907686269
2027-08-01,4.818256904542514
2027-09-01,4.839032094549661
2027-10-01,4.859222403118287
2027-11-01,4.880174226715861
2027-12-01,4.900536196130577
2028-01-01,4.921666155082233
2028-02-01,4.942887221444882
2028-03-01,4.962822014889095
2028-04-01,4.9842205356350044
2028-05-01,5.005016626386687
2028-06-01,5.026597080368725
2028-07-01,5.047569982411905
2028-08-01,5.06933391645206
2028-09-01,5.0911916914546085
2028-10-01,5.112434107132792
2028-11-01,5.134477720015818
2028-12-01,5.155900741702866
2029-01-01,5.1781317724861955
2029-02-01,5.200458658243164
2029-03-01,5.220707610779554
2029-04-01,5.24321807353289
2029-05-01,5.2650948019217045
2029-06-01,5.2877966517986685
2029-07-01,5.3098593792123205
2029-08-01,5.332754243413183
2029-09-01,5.355747824881179
2029-10-01,5.3780940708012865
2029-11-01,5.401283146936243
2029-12-01,5.423819383785341
2030-01-01,5.4472056167104395
2030-02-01,5.470692685568986
2030-03-01,5.491993844526508
2030-04-01,5.5156740296844555
2030-05-01,5.538687549422982
2030-06-01,5.5625690668491306
2030-07-01,5.5857782507725995
2030-08-01,5.609862812222236
2030-09-01,5.6340512206336015
2030-10-01,5.657558655677101
2030-11-01,5.68195271734232
2030-12-01,5.705660015908223
2031-01-01,5.730261479320216
2031-02-01,5.754969018453565
2031-03-01,5.7773770601593375
2031-04-01,5.802287750590683
2031-05-01,5.826497133334875
2031-06-01,5.851619617963499
2031-07-01,5.876034832288276
2031-08-01,5.901370911818265
2031-09-01,5.926816234561455
2031-10-01,5.951545198177983
2031-11-01,5.977206860637637
2031-12-01,6.002146073384484
2032-01-01,6.028025914911335
2032-02-01,6.054017344225166
2032-03-01,6.078433354515916
2032-04-01,6.104642128848143
2032-05-01,6.130113050692473
2032-06-01,6.156544655714066
2032-07-01,6.182232134922025
2032-08-01,6.208888465170878
2032-09-01,6.235659731243366
2032-10-01,6.261677309065296
2032-11-01,6.28867618821112
2032-12-01,6.314914971142765
2033-01-01,6.342143398560321
2033-02-01,6.369489228549887
2033-03-01,6.394290018931232
2033-04-01,6.42186069287742
2033-05-01,6.448655172938828
2033-06-01,6.476460256636643
2033-07-01,6.50348254713999
2033-08-01,6.531524033574145
2033-09-01,6.55968642829947
2033-10-01,6.587055970495723
2033-11-01,6.6154578058660505
2033-12-01,6.643060047763477
2034-01-01,6.671703359536883
2034-02-01,6.70047017453071
2034-03-01,6.7265597007536515
2034-04-01,6.755563043382774
2034-05-01,6.783749858377104
2034-06-01,6.812999791508706
2034-07-01,6.841426254772605
2034-08-01,6.8709248749538565
2034-09-01,6.900550686244124
2034-10-01,6.929342445613863
2034-11-01,6.959220139722805
2034-12-01,6.98825669068436
2035-01-01,7.018388409155166
2035-02-01,7.0486500485058405
2035-03-01,7.076095277793757
2035-04-01,7.106605735583223
2035-05-01,7.136257236105114
2035-06-01,7.167027098102344
2035-07-01,7.196930699856375
2035-08-01,7.227962171552462
2035-09-01,7.259127443652608
2035-10-01,7.289415323576241
2035-11-01,7.320845567207614
2035-12-01,7.351390958950658
2036-01-01,7.383088426938519
2036-02-01,7.414922566949736
2036-03-01,7.444827143597911
2036-04-01,7.476927486427868
2036-05-01,7.508124112146934
2036-06-01,7.5404973766111105
2036-07-01,7.571959240434285
2036-08-01,7.604607746950842
2036-09-01,7.637397026145104
2036-10-01,7.669263192685445
2036-11-01,7.702331250947896
2036-12-01,7.734468348122673
2037-01-01,7.767817555672198
2037-02-01,7.801310557157405
2037-03-01,7.8316864100532095
2037-04-01,7.865454799009776
2037-05-01,7.898272510552433
2037-06-01,7.932328003106236
2037-07-01,7.965424735452909
2037-08-01,7.999769772599153
2037-09-01,8.034262897463979
2037-10-01,8.067784941511581
2037-11-01,8.102571331780371
2037-12-01,8.136378384966111
2038-01-01,8.171460534022623
2038-02-01,8.206693949050822
2038-03-01,8.238648237542586
2038-04-01,8.274171350138687
2038-05-01,8.308694384796205
2038-06-01,8.344519519896977
2038-07-01,8.379336074255733
2038-08-01,8.415465799699032
2038-09-01,8.4517513080169
2038-10-01,8.487015274760653
2038-11-01,8.523609287578958
2038-12-01,8.559173073532858
2039-01-01,8.5960782138003
2039-02-01,8.63314248034857
2039-03-01,8.666757225472518
2039-04-01,8.704126243287915
2039-05-01,8.740443215615953
2039-06-01,8.77812995008209
2039-07-01,8.814755694422008
2039-08-01,8.852762846810576
2039-09-01,8.890933877096924
2039-10-01,8.928030282934783
2039-11-01,8.966525848694813
2039-12-01,9.003937653397992
2040-01-01,9.042760513877994
2040-02-01,9.081750769397129
2040-03-01,9.118377707781299
2040-04-01,9.15769400684736
2040-05-01,9.195903438850001
2040-06-01,9.235554010626151
2040-07-01,9.274088304599273
2040-08-01,9.314075991119157
2040-09-01,9.35423609513397
2040-10-01,9.393265576545605
2040-11-01,9.433767127418983
