,value
2017-01-01,2.353845910318238
2017-02-01,2.36399514000923
2017-03-01,2.3731997945468493
2017-04-01,2.3834324736325483
2017-05-01,2.393377073328286
2017-06-01,2.4036967520922534
2017-07-01,2.4137259021747273
2017-08-01,2.4241333203004767
2017-09-01,2.4345856127642556
2017-10-01,2.4447436430889176
2017-11-01,2.4552848024148255
2017-12-01,2.46552919774348
2018-01-01,2.4761599794900904
2018-02-01,2.486836598666105
2018-03-01,2.496519559258884
2018-04-01,2.507283964152128
2018-05-01,2.517745320042372
2018-06-01,2.528601245421564
2018-07-01,2.5391515452324653
2018-08-01,2.550099769217661
2018-09-01,2.561095199368497
2018-10-01,2.5717810764898985
2018-11-01,2.5828699913359485
2018-12-01,2.5936467212891254
2019-01-01,2.6048299156504298
2019-02-01,2.6160613293143467
2019-03-01,2.6262474504184157
2019-04-01,2.637571211452576
2019-05-01,2.6485761759972277
2019-06-01,2.659996213241998
2019-07-01,2.6710947435446224
2019-08-01,2.682611875553901
2019-09-01,2.694178666726352
2019-10-01,2.7054198194108903
2019-11-01,2.717084953070404
2019-12-01,2.7284216796177336
2020-01-01,2.7401859918859817
2020-02-01,2.752001029100516
2020-03-01,2.7630999212288594
2020-04-01,2.7750137579149325
2020-05-01,2.786592185782272
2020-06-01,2.7986073155852265
2020-07-01,2.8102841848764473
2020-08-01,2.8224014690046237
2020-09-01,2.8345710000106905
2020-10-01,2.846397923666426
2020-11-01,2.8586709217384825
2020-12-01,2.8705983995642788
2021-01-01,2.8829757443938866
2021-02-01,2.8954064574219354
2021-03-01,2.9066802607117586
2021-04-01,2.9192131820363527
2021-05-01,2.9313932655264576
2021-06-01,2.944032743512692
2021-07-01,2.9563163837874913
2021-08-01,2.9690633243951057
2021-09-01,2.9818652268111867
2021-10-01,2.9943067188002943
2021-11-01,3.007217464793126
2021-12-01,3.0197647360987903
2022-01-01,3.0327852510717865
2022-02-01,3.0458619074415396
2022-03-01,3.0577215369952557
2022-04-01,3.0709057127622503
2022-05-01,3.0837187160063615
2022-06-01,3.097014985491957
2022-07-01,3.109936926693623
2022-08-01,3.1233462429343968
2022-09-01,3.1368133769915074
2022-10-01,3.14990137243485
2022-11-01,3.1634830059617824
2022-12-01,3.1766822773850727
2023-01-01,3.1903793838724397
2023-02-01,3.2041355490599686
2023-03-01,3.2166114464599476
2023-04-01,3.230480718128789
2023-05-01,3.2439595298517943
2023-06-01,3.2579467200210512
2023-07-01,3.271540130499038
2023-08-01,3.285646241728402
2023-09-01,3.2998131751901334
2023-10-01,3.3135812686691875
2023-11-01,3.3278686513938047
2023-12-01,3.3417538031420597
2024-01-01,3.3561626592061544
2024-02-01,3.370633642867106
2024-03-01,3.3842274965069694
2024-04-01,3.398819489142535
2024-05-01,3.4130006751553617
2024-06-01,3.4277167309667544
2024-07-01,3.4420184874196633
2024-08-01,3.456859661209472
2024-09-01,3.471764826648443
2024-10-01,3.486250368748212
2024-11-01,3.5012822600022777
2024-12-01,3.515890960220432
2025-01-01,3.5310506547303135
2025-02-01,3.5462757142757533
2025-03-01,3.560083798011886
2025-04-01,3.5754340416394803
2025-05-01,3.590352131694882
2025-06-01,3.6058328852549937
2025-07-01,3.6208778110123983
2025-08-01,3.636490184118848
2025-09-01,3.652169874104447
2025-10-01,3.6674081356539547
2025-11-01,3.68322113657139
2025-12-01,3.6985889559660206
2026-01-01,3.714536401243604
2026-02-01,3.730552608152694
2026-03-01,3.7450782082316887
2026-04-01,3.761226104225838
2026-05-01,3.776919390436157
2026-06-01,3.7932045781155472
2026-07-01,3.8090312908547204
2026-08-01,3.825454937492589
2026-09-01,3.841949399030176
2026-10-01,3.857979493965656
2026-11-01,3.874614193737529
2026-12-01,3.8907805787970644
2027-01-01,3.9075567091284347
2027-02-01,3.9244051741862673
2027-03-01,3.9396855752677564
2027-04-01,3.956672572436264
2027-05-01,3.9731813367059794
2027-06-01,3.990312759716052
2027-07-01,4.0069618838238945
2027-08-01,4.024238960604372
2027-09-01,4.0415905320745225
2027-10-01,4.05845360682919
2027-11-01,4.0759527038029475
2027-12-01,4.092959150793369
2028-01-01,4.110607027553336
2028-02-01,4.128330997805239
2028-03-01,4.144980664694976
2028-04-01,4.162852845981907
2028-05-01,4.180221873887472
2028-06-01,4.19824600697597
2028-07-01,4.215762708802212
2028-08-01,4.2339400856078875
2028-09-01,4.2521958389851005
2028-10-01,4.269937640321784
2028-11-01,4.288348606684479
2028-12-01,4.306241251314036
2029-01-01,4.324808750304869
2029-02-01,4.343456307982305
2029-03-01,4.360368362553647
2029-04-01,4.379169244911705
2029-05-01,4.397440828278261
2029-06-01,4.416401558385147
2029-07-01,4.434828489325984
2029-08-01,4.453950426229762
2029-09-01,4.473154812425961
2029-10-01,4.491818539835383
2029-11-01,4.511186204426852
2029-12-01,4.530008613474416
2030-01-01,4.54954094467706
2030-02-01,4.569157494695771
2030-03-01,4.586948358794793
2030-04-01,4.606726200780988
2030-05-01,4.625947239548163
2030-06-01,4.645893235531492
2030-07-01,4.665277694276439
2030-08-01,4.68539327392586
2030-09-01,4.705595587221412
2030-10-01,4.725229147207958
2030-11-01,4.745603223415479
2030-12-01,4.765403710693284
2031-01-01,4.785951010165234
2031-02-01,4.8065869047576
2031-03-01,4.825302244402151
2031-04-01,4.846107812256962
2031-05-01,4.866327643449341
2031-06-01,4.887310103171317
2031-07-01,4.907701846215288
2031-08-01,4.92886270176399
2031-09-01,4.950114797942538
2031-10-01,4.970768586400181
2031-11-01,4.9922013708925705
2031-12-01,5.013030760767576
2032-01-01,5.03464576981129
2032-02-01,5.0563539776878565
2032-03-01,5.076746385527696
2032-04-01,5.0986361213527
2032-05-01,5.119909598064128
2032-06-01,5.141985443505022
2032-07-01,5.1634397903105915
2032-08-01,5.185703327697533
2032-09-01,5.20806286021894
2032-10-01,5.229792907496589
2032-11-01,5.252342543911542
2032-12-01,5.274257343110568
2033-01-01,5.296998699709135
2033-02-01,5.319838111686178
2033-03-01,5.340551890316849
2033-04-01,5.36357909340346
2033-05-01,5.385958014396777
2033-06-01,5.409180998006081
2033-07-01,5.431750187736462
2033-08-01,5.455170616422031
2033-09-01,5.478692028485121
2033-10-01,5.501551245048734
2033-11-01,5.5252726394688185
2033-12-01,5.5483262083100575
2034-01-01,5.57224928536529
2034-02-01,5.596275513099539
2034-03-01,5.618065652141543
2034-04-01,5.642289429268461
2034-05-01,5.665831237296296
2034-06-01,5.690260968386868
2034-07-01,5.714002932181061
2034-08-01,5.738640368284883
2034-09-01,5.763384035215845
2034-10-01,5.787431096652276
2034-11-01,5.8123851377232025
2034-12-01,5.836636650661606
2035-01-01,5.861802854503052
2035-02-01,5.887077569093704
2035-03-01,5.909999999999999
2035-04-01,5.935482529340949
2035-05-01,5.960247652082345
2035-06-01,5.985946837475497
2035-07-01,6.010922516777179
2035-08-01,6.036840200262789
2035-09-01,6.062869634701
2035-10-01,6.088166265585892
2035-11-01,6.11441700594044
2035-12-01,6.139928712342685
2036-01-01,6.166402640187629
2036-02-01,6.192990717379963
2036-03-01,6.217967210919466
2036-04-01,6.244777622407338
2036-05-01,6.270833243588455
2036-06-01,6.297871600969495
2036-07-01,6.324148750710324
2036-08-01,6.35141699201261
2036-09-01,6.378802807555009
2036-10-01,6.405417633509152
2036-11-01,6.433036287111005
2036-12-01,6.459877396062571
2037-01-01,6.487730867345837
2037-02-01,6.515704436243187
2037-03-01,6.5410745427166805
2037-04-01,6.569278116990136
2037-05-01,6.596687679411628
2037-06-01,6.6251310444444
2037-07-01,6.652773646824652
2037-08-01,6.681458841351541
2037-09-01,6.710267719687429
2037-10-01,6.738265545118505
2037-11-01,6.767319360594073
2037-12-01,6.795555227478841
2038-01-01,6.824856062584135
2038-02-01,6.854283235995737
2038-03-01,6.880971661966905
2038-04-01,6.910640792638702
2038-05-01,6.939474651824605
2038-06-01,6.969396033622559
2038-07-01,6.998475042338845
2038-08-01,7.0286508199375435
2038-09-01,7.058956708388704
2038-10-01,7.088409398788395
2038-11-01,7.118972952170002
2038-12-01,7.14867605349018
2039-01-01,7.17949946250575
2039-02-01,7.210455774808059
2039-03-01,7.23853102477056
2039-04-01,7.269741867278868
2039-05-01,7.300074034672412
2039-06-01,7.331550236157972
2039-07-01,7.36214029190923
2039-08-01,7.393884108491426
2039-09-01,7.42576479694121
2039-10-01,7.456747952183588
2039-11-01,7.488899694735126
2039-12-01,7.5201462731255635
2040-01-01,7.552571374318993
2040-02-01,7.585136284918943
2040-03-01,7.615727337943592
2040-04-01,7.648564562197707
