,2x16,5x16,7x8
2016-03-01,0.9878617889071826,1.1000919410884888,0.8487789423871088
2016-04-01,1.1189191815006299,0.9942544178676352,0.7649393767804551
2016-05-01,0.9455762252606273,1.0091716921208718,1.1764209022389216
2016-06-01,1.011098880377514,1.020075390860908,1.4308930386836956
2016-07-01,1.0464832479027246,1.015881836324576,1.0
2016-08-01,1.194943374923939,1.0118284904517416,0.9862338616819935
2016-09-01,1.0516489564795977,0.9983601522052232,0.9871608592253182
2016-10-01,1.0226291339509666,1.0127853839140968,1.0
2016-11-01,0.997285022157649,1.0763809424262694,1.0
2016-12-01,1.0196431827855545,0.9873625830948569,1.0
2017-01-01,0.9413096939888823,0.9896317968156263,0.7534813405450297
2017-02-01,0.9849244206808355,1.0571507985910364,1.0
2017-03-01,1.0850445251113603,0.9900950593320907,1.0
2017-04-01,0.7950690553273634,0.9796189909574877,0.8914497169706481
2017-05-01,1.044047786530994,0.9098362967754482,1.0
2017-06-01,1.0118886761421169,1.004560201631745,0.9322265300383726
2017-07-01,1.0077499636352165,1.0140932390679476,0.9167896501825126
2017-08-01,0.9998642279588102,1.0012035742047853,0.9463016907402775
2017-09-01,1.0114245121714298,0.966787533209563,0.9495339562732192
2017-10-01,0.9934863966873502,1.0442637483601946,0.9923617424593827
2017-11-01,1.0341737785296508,1.0139259187095055,0.9337153173872625
2017-12-01,0.9638615731800003,0.9832354799675601,1.0
2018-01-01,1.012893328327997,0.9049442061715053,0.8971163887705706
2018-02-01,0.9743950003839599,0.9711299019139356,1.2460630726093915
2018-03-01,1.0042484931616031,0.9958461114941818,0.88679823506177
2018-04-01,1.0115569564890072,0.9757843840110693,1.0344315030388365
2018-05-01,1.0353647705060725,1.0457121851202178,1.0488554046356904
2018-06-01,1.0000752744834405,1.0288671414159714,0.9915142566847472
2018-07-01,1.0991646165420033,1.0501303195913163,0.9757427383148998
2018-08-01,1.0720856669214172,0.9977313537225386,1.0
2018-09-01,0.9728252644047536,1.0142148226318164,1.0
2018-10-01,1.0730107257834247,1.2151358879160092,1.6209387929278631
2018-11-01,0.9740573860013436,1.035672097062875,0.7605015299473362
2018-12-01,0.9821662294877946,0.9376476684748986,0.9035214966830404
2019-01-01,1.027866912374505,0.9604498360046864,1.2177721690528094
